DATE,HOST_NAME,HOST_IP,Vuln_Num,Severity,Group_Title,Rule_ID,Rule_Ver,Rule_Title,Fix_Text,STATUS,FINDING_DETAILS,COMMENTS,Unique_ID
20230718,test.hostname,192.168.1.256,V-222397,medium,SRG-APP-000015,SV-222397r508029_rule,APSC-DV-000170,The application must implement cryptographic mechanisms to protect the integrity of remote access sessions.,Design and configure applications to use TLS encryption to protect the integrity of remote access sessions.,Not_Reviewed,,,test.hostname-SV-222397r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222398,medium,SRG-APP-000015,SV-222398r508029_rule,APSC-DV-000180,Applications with SOAP messages requiring integrity must include the following message elements:-Message ID-Service Request-Timestamp-SAML Assertion (optionally included in messages) and all elements of the message must be digitally signed.,Design and configure the application to sign the following message elements for SOAP messages requiring integrity:  - Message ID - Service Request - Timestamp - SAML Assertion - Message elements,Not_Reviewed,,,test.hostname-SV-222398r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222399,high,SRG-APP-000014,SV-222399r508029_rule,APSC-DV-000190,Messages protected with WS_Security must use time stamps with creation and expiration times.,Design and configure applications using WS-Security messages to use time stamps with creation and expiration times and sequence numbers.,Not_Reviewed,,,test.hostname-SV-222399r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222400,high,SRG-APP-000014,SV-222400r508029_rule,APSC-DV-000200,Validity periods must be verified on all application messages using WS-Security or SAML assertions.,"Design and configure the application to use validity periods, ensure validity periods are verified on all WS-Security token profiles and SAML Assertions.",Not_Reviewed,,,test.hostname-SV-222400r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222401,medium,SRG-APP-000014,SV-222401r508029_rule,APSC-DV-000210,The application must ensure each unique asserting party provides unique assertion ID references for each SAML assertion.,Design and configure each SAML assertion authority to use unique assertion identifiers.,Not_Reviewed,,,test.hostname-SV-222401r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222402,medium,SRG-APP-000014,SV-222402r508029_rule,APSC-DV-000220,"The application must ensure encrypted assertions, or equivalent confidentiality protections are used when assertion data is passed through an intermediary, and confidentiality of the assertion data is required when passing through the intermediary.",Encrypt assertions or use equivalent confidentiality when sensitive assertion data is passed through an intermediary.,Not_Reviewed,,,test.hostname-SV-222402r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222403,high,SRG-APP-000014,SV-222403r508029_rule,APSC-DV-000230,The application must use the NotOnOrAfter condition when using the SubjectConfirmation element in a SAML assertion.,Design and configure the application to use the <NotOnOrAfter> condition when using the <SubjectConfirmation> element in a SAML assertion.,Not_Reviewed,,,test.hostname-SV-222403r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222404,high,SRG-APP-000014,SV-222404r508029_rule,APSC-DV-000240,The application must use both the NotBefore and NotOnOrAfter elements or OneTimeUse element when using the Conditions element in a SAML assertion.,Design and configure the application to implement the use of the <NotBefore> and <NotOnOrAfter> or <OneTimeUse> when using the <Conditions> element in a SAML assertion.,Not_Reviewed,,,test.hostname-SV-222404r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222405,medium,SRG-APP-000014,SV-222405r508029_rule,APSC-DV-000250,"The application must ensure if a OneTimeUse element is used in an assertion, there is only one of the same used in the Conditions element portion of an assertion.","When using OneTimeUse elements in a SAML assertion only allow one, OneTimeUse element to be used in the conditions element of a SAML assertion.",Not_Reviewed,,,test.hostname-SV-222405r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222406,medium,SRG-APP-000014,SV-222406r508029_rule,APSC-DV-000260,The application must ensure messages are encrypted when the SessionIndex is tied to privacy data.,Encrypt messages when the SessionIndex is tied to privacy data.,Not_Reviewed,,,test.hostname-SV-222406r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222407,medium,SRG-APP-000023,SV-222407r508029_rule,APSC-DV-000280,The application must provide automated mechanisms for supporting account management functions.,Use automated processes and mechanisms for account management functions.,Not_Reviewed,,,test.hostname-SV-222407r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222408,medium,SRG-APP-000317,SV-222408r508029_rule,APSC-DV-000290,Shared/group account credentials must be terminated when members leave the group.,Create a procedure for deleting either member accounts or the entire group account when members leave the group.,Not_Reviewed,,,test.hostname-SV-222408r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222409,medium,SRG-APP-000024,SV-222409r508029_rule,APSC-DV-000300,The application must automatically remove or disable temporary user accounts 72 hours after account creation.,Configure temporary accounts to be automatically removed or disabled after 72 hours after account creation.,Not_Reviewed,,,test.hostname-SV-222409r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222410,low,SRG-APP-000516,SV-222410r508029_rule,APSC-DV-000310,"The application must have a process, feature or function that prevents removal or disabling of emergency accounts. ",Identify accounts that are created in an emergency situation and ensure procedures or processes are in place to prevent disabling or deleting the account while the emergency is underway.,Not_Reviewed,,,test.hostname-SV-222410r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222411,low,SRG-APP-000025,SV-222411r508029_rule,APSC-DV-000320,The application must automatically disable accounts after a 35 day period of account inactivity.,Design and configure the application to expire user accounts after 35 days of inactivity.,Not_Reviewed,,,test.hostname-SV-222411r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222412,medium,SRG-APP-000025,SV-222412r508029_rule,APSC-DV-000330,"Unnecessary application accounts must be disabled, or deleted.",Design the application so unessential user accounts are not created during installation. Disable or delete all unnecessary application user accounts.,Not_Reviewed,,,test.hostname-SV-222412r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222413,medium,SRG-APP-000026,SV-222413r508029_rule,APSC-DV-000340,The application must automatically audit account creation.,"Configure the application to write a log entry when a new user account is created.  At a minimum, ensure account name, date and time of the event are recorded.",Not_Reviewed,,,test.hostname-SV-222413r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222414,medium,SRG-APP-000027,SV-222414r508029_rule,APSC-DV-000350,The application must automatically audit account modification.,"Configure the application to write a log entry when a user account is modified.  At a minimum, ensure account name, date and time of the event are recorded.",Not_Reviewed,,,test.hostname-SV-222414r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222415,medium,SRG-APP-000028,SV-222415r508029_rule,APSC-DV-000360,The application must automatically audit account disabling actions.,"Configure the application to write a log entry when a user account is disabled.  At a minimum, ensure account name, date and time of the event are recorded.",Not_Reviewed,,,test.hostname-SV-222415r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222416,medium,SRG-APP-000029,SV-222416r508029_rule,APSC-DV-000370,The application must automatically audit account removal actions.,"Configure the application to write a log entry when a user account is removed.  At a minimum, ensure account name, date and time of the event are recorded.",Not_Reviewed,,,test.hostname-SV-222416r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222417,low,SRG-APP-000291,SV-222417r508029_rule,APSC-DV-000380,The application must notify System Administrators and Information System Security Officers when accounts are created.,Configure the application to notify the system administrator and the ISSO when application accounts are created.,Not_Reviewed,,,test.hostname-SV-222417r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222418,low,SRG-APP-000292,SV-222418r508029_rule,APSC-DV-000390,The application must notify System Administrators and Information System Security Officers when accounts are modified.,Configure the application to notify the system administrator and the ISSO when application accounts are modified.,Not_Reviewed,,,test.hostname-SV-222418r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222419,low,SRG-APP-000293,SV-222419r508029_rule,APSC-DV-000400,The application must notify System Administrators and Information System Security Officers of account disabling actions.,Configure the application to notify the system administrator and the ISSO when application accounts are disabled.,Not_Reviewed,,,test.hostname-SV-222419r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222420,low,SRG-APP-000294,SV-222420r508029_rule,APSC-DV-000410,The application must notify System Administrators and Information System Security Officers of account removal actions.,Configure the application to notify the system administrator and the ISSO when application accounts are removed.,Not_Reviewed,,,test.hostname-SV-222420r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222421,medium,SRG-APP-000319,SV-222421r508029_rule,APSC-DV-000420,The application must automatically audit account enabling actions.,"Configure the application to write a log entry when a user account is enabled.  At a minimum, ensure account name, date and time of the event are recorded.",Not_Reviewed,,,test.hostname-SV-222421r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222422,low,SRG-APP-000320,SV-222422r508029_rule,APSC-DV-000430,The application must notify System Administrators and Information System Security Officers of account enabling actions.,Configure the application to notify the system administrator and the ISSO when application accounts are enabled.,Not_Reviewed,,,test.hostname-SV-222422r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222423,medium,SRG-APP-000323,SV-222423r508029_rule,APSC-DV-000440,Application data protection requirements must be identified and documented.,Identify and document the application data elements and the data protection requirements.,Not_Reviewed,,,test.hostname-SV-222423r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222424,medium,SRG-APP-000324,SV-222424r508029_rule,APSC-DV-000450,The application must utilize organization-defined data mining detection techniques for organization-defined data storage objects to adequately detect data mining attempts.,Utilize and implement data mining protections when requirements specify it.,Not_Reviewed,,,test.hostname-SV-222424r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222425,high,SRG-APP-000033,SV-222425r508029_rule,APSC-DV-000460,The application must enforce approved authorizations for logical access to information and system resources in accordance with applicable access control policies.,Design or configure the application to enforce access to application resources.,Not_Reviewed,,,test.hostname-SV-222425r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222426,medium,SRG-APP-000328,SV-222426r508029_rule,APSC-DV-000470,The application must enforce organization-defined discretionary access control policies over defined subjects and objects.,Design and configure the application to enforce discretionary access control policies.,Not_Reviewed,,,test.hostname-SV-222426r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222427,medium,SRG-APP-000038,SV-222427r508029_rule,APSC-DV-000480,The application must enforce approved authorizations for controlling the flow of information within the system based on organization-defined information flow control policies.,Configure the application to enforce data flow control in accordance with data flow control policies.,Not_Reviewed,,,test.hostname-SV-222427r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222428,medium,SRG-APP-000039,SV-222428r508029_rule,APSC-DV-000490,The application must enforce approved authorizations for controlling the flow of information between interconnected systems based on organization-defined information flow control policies.,Configure the application to enforce data flow control in accordance with data flow control policies.,Not_Reviewed,,,test.hostname-SV-222428r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222429,medium,SRG-APP-000340,SV-222429r508029_rule,APSC-DV-000500,"The application must prevent non-privileged users from executing privileged functions to include disabling, circumventing, or altering implemented security safeguards/countermeasures.",Modify the application to limit access and prevent the disabling or circumvention of security safeguards.,Not_Reviewed,,,test.hostname-SV-222429r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222430,high,SRG-APP-000342,SV-222430r508029_rule,APSC-DV-000510,The application must execute without excessive account permissions.,Configure the application accounts with minimalist privileges. Do not allow the application to operate with admin credentials.,Not_Reviewed,,,test.hostname-SV-222430r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222431,medium,SRG-APP-000343,SV-222431r508029_rule,APSC-DV-000520,The application must audit the execution of privileged functions.,"Configure the application to write log entries when privileged functions are executed. At a minimum, ensure the specific action taken, date and time of event are recorded.",Not_Reviewed,,,test.hostname-SV-222431r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222432,high,SRG-APP-000065,SV-222432r508029_rule,APSC-DV-000530,The application must enforce the limit of three consecutive invalid logon attempts by a user during a 15 minute time period.,Configure the application to enforce an account lock after 3 failed logon attempts occurring within a 15-minute window.,Not_Reviewed,,,test.hostname-SV-222432r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222433,medium,SRG-APP-000345,SV-222433r508029_rule,APSC-DV-000540,The application administrator must follow an approved process to unlock locked user accounts.,Create a standard approved process for unlocking locked application accounts which includes validating user identity prior to unlocking the account.  Use that process when unlocking application user accounts.,Not_Reviewed,,,test.hostname-SV-222433r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222434,low,SRG-APP-000068,SV-222434r508029_rule,APSC-DV-000550,The application must display the Standard Mandatory DoD Notice and Consent Banner before granting access to the application.,Configure the application to present the standard DoD-approved banner prior to granting access to the application.,Not_Reviewed,,,test.hostname-SV-222434r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222435,low,SRG-APP-000069,SV-222435r508029_rule,APSC-DV-000560,The application must retain the Standard Mandatory DoD Notice and Consent Banner on the screen until users acknowledge the usage conditions and take explicit actions to log on for further access.,Configure the application to retain the standard DoD-approved banner until the user accepts the usage conditions prior to granting access to the application.,Not_Reviewed,,,test.hostname-SV-222435r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222436,low,SRG-APP-000070,SV-222436r508029_rule,APSC-DV-000570,The publicly accessible application must display the Standard Mandatory DoD Notice and Consent Banner before granting access to the application.,Configure the application to present the standard DoD-approved banner prior to granting access to the application.,Not_Reviewed,,,test.hostname-SV-222436r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222437,low,SRG-APP-000075,SV-222437r508029_rule,APSC-DV-000580,The application must display the time and date of the users last successful logon.,Design and configure the application to display the date and time when the user was last successfully granted access to the application.,Not_Reviewed,,,test.hostname-SV-222437r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222438,medium,SRG-APP-000080,SV-222438r508029_rule,APSC-DV-000590,The application must protect against an individual (or process acting on behalf of an individual) falsely denying having performed organization-defined actions to be covered by non-repudiation.,Configure the application to provide users with a non-repudiation function in the form of digital signatures when it is required by the organization or by the application design and architecture.,Not_Reviewed,,,test.hostname-SV-222438r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222439,medium,SRG-APP-000086,SV-222439r561233_rule,APSC-DV-000600,"For applications providing audit record aggregation, the application must compile audit records from organization-defined information system components into a system-wide audit trail that is time-correlated with an organization-defined level of tolerance for the relationship between time stamps of individual records in the audit trail.",Configure the application to correlate time stamps when aggregating audit records.,Not_Reviewed,,,test.hostname-SV-222439r561233_rule-20230718
20230718,test.hostname,192.168.1.256,V-222441,medium,SRG-APP-000089,SV-222441r508029_rule,APSC-DV-000620,The application must provide audit record generation capability for the creation of session IDs.,Enable session ID creation event auditing.,Not_Reviewed,,,test.hostname-SV-222441r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222442,medium,SRG-APP-000089,SV-222442r508029_rule,APSC-DV-000630,The application must provide audit record generation capability for the destruction of session IDs.,Enable session ID destruction event auditing.,Not_Reviewed,,,test.hostname-SV-222442r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222443,medium,SRG-APP-000089,SV-222443r508029_rule,APSC-DV-000640,The application must provide audit record generation capability for the renewal of session IDs.,Design or reconfigure the application to log session renewal events on those application events that provide changes in the users privileges or permissions to the application.,Not_Reviewed,,,test.hostname-SV-222443r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222444,medium,SRG-APP-000089,SV-222444r508029_rule,APSC-DV-000650,The application must not write sensitive data into the application logs.,Design or reconfigure the application to not write sensitive data to the logs.,Not_Reviewed,,,test.hostname-SV-222444r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222445,medium,SRG-APP-000089,SV-222445r508029_rule,APSC-DV-000660,The application must provide audit record generation capability for session timeouts.,Configure the application to record session timeout events in the logs.,Not_Reviewed,,,test.hostname-SV-222445r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222446,medium,SRG-APP-000089,SV-222446r508029_rule,APSC-DV-000670,The application must record a time stamp indicating when the event occurred.,Configure the application to record the time the event occurred when recording the event.,Not_Reviewed,,,test.hostname-SV-222446r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222447,medium,SRG-APP-000089,SV-222447r508029_rule,APSC-DV-000680,"The application must provide audit record generation capability for HTTP headers including User-Agent, Referer, GET, and POST.",Configure the web application and/or the web server to log HTTP headers.,Not_Reviewed,,,test.hostname-SV-222447r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222448,medium,SRG-APP-000089,SV-222448r508029_rule,APSC-DV-000690,The application must provide audit record generation capability for connecting system IP addresses.,Configure the application or application server to log all connecting IP address information,Not_Reviewed,,,test.hostname-SV-222448r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222449,medium,SRG-APP-000089,SV-222449r508029_rule,APSC-DV-000700,The application must record the username or user ID of the user associated with the event.,Configure the application to record the user ID of the user responsible for the log event entry.,Not_Reviewed,,,test.hostname-SV-222449r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222450,medium,SRG-APP-000091,SV-222450r508029_rule,APSC-DV-000710,The application must generate audit records when successful/unsuccessful attempts to grant privileges occur.,Configure the application to audit successful and unsuccessful attempts to grant privileges.,Not_Reviewed,,,test.hostname-SV-222450r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222451,medium,SRG-APP-000492,SV-222451r508029_rule,APSC-DV-000720,The application must generate audit records when successful/unsuccessful attempts to access security objects occur.,Configure the application to create an audit record for both successful and unsuccessful attempts to access security objects.,Not_Reviewed,,,test.hostname-SV-222451r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222452,medium,SRG-APP-000493,SV-222452r508029_rule,APSC-DV-000730,The application must generate audit records when successful/unsuccessful attempts to access security levels occur.,Configure the application to create an audit record for both successful and unsuccessful attempts to access security levels.,Not_Reviewed,,,test.hostname-SV-222452r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222453,medium,SRG-APP-000494,SV-222453r508029_rule,APSC-DV-000740,"The application must generate audit records when successful/unsuccessful attempts to access categories of information (e.g., classification levels) occur.",Configure the application to create an audit record for both successful and unsuccessful attempts to access protected categories of information.,Not_Reviewed,,,test.hostname-SV-222453r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222454,medium,SRG-APP-000495,SV-222454r508029_rule,APSC-DV-000750,The application must generate audit records when successful/unsuccessful attempts to modify privileges occur.,Configure the application to audit successful and unsuccessful attempts to modify privileges.,Not_Reviewed,,,test.hostname-SV-222454r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222455,medium,SRG-APP-000496,SV-222455r508029_rule,APSC-DV-000760,The application must generate audit records when successful/unsuccessful attempts to modify security objects occur.,Configure the application to create an audit record for both successful and unsuccessful attempts to modify security objects.,Not_Reviewed,,,test.hostname-SV-222455r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222456,medium,SRG-APP-000497,SV-222456r508029_rule,APSC-DV-000770,The application must generate audit records when successful/unsuccessful attempts to modify security levels occur.,Configure the application to create an audit record for both successful and unsuccessful attempts to modify security levels.,Not_Reviewed,,,test.hostname-SV-222456r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222457,medium,SRG-APP-000498,SV-222457r508029_rule,APSC-DV-000780,"The application must generate audit records when successful/unsuccessful attempts to modify categories of information (e.g., classification levels) occur.",Configure the application to create an audit record for both successful and unsuccessful attempts to modify protected categories of information.,Not_Reviewed,,,test.hostname-SV-222457r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222458,medium,SRG-APP-000499,SV-222458r508029_rule,APSC-DV-000790,The application must generate audit records when successful/unsuccessful attempts to delete privileges occur.,Configure the application to audit successful and unsuccessful attempts to delete privileges.,Not_Reviewed,,,test.hostname-SV-222458r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222459,medium,SRG-APP-000500,SV-222459r508029_rule,APSC-DV-000800,The application must generate audit records when successful/unsuccessful attempts to delete security levels occur.,Configure the application to create an audit record for both successful and unsuccessful attempts to delete security levels.,Not_Reviewed,,,test.hostname-SV-222459r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222460,medium,SRG-APP-000501,SV-222460r508029_rule,APSC-DV-000810,The application must generate audit records when successful/unsuccessful attempts to delete application database security objects occur.,Configure the application to create an audit record for both successful and unsuccessful attempts to delete database security objects.,Not_Reviewed,,,test.hostname-SV-222460r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222461,medium,SRG-APP-000502,SV-222461r508029_rule,APSC-DV-000820,"The application must generate audit records when successful/unsuccessful attempts to delete categories of information (e.g., classification levels) occur.",Configure the application to create an audit record for both successful and unsuccessful attempts to delete protected categories of information.,Not_Reviewed,,,test.hostname-SV-222461r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222462,medium,SRG-APP-000503,SV-222462r508029_rule,APSC-DV-000830,The application must generate audit records when successful/unsuccessful logon attempts occur.,Configure the application or application server to write a log entry when successful and unsuccessful logon events occur.,Not_Reviewed,,,test.hostname-SV-222462r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222463,medium,SRG-APP-000504,SV-222463r508029_rule,APSC-DV-000840,The application must generate audit records for privileged activities or other system-level access.,Configure the application to write a log entry when privileged activities or other system-level events occur.,Not_Reviewed,,,test.hostname-SV-222463r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222464,medium,SRG-APP-000505,SV-222464r508029_rule,APSC-DV-000850,The application must generate audit records showing starting and ending time for user access to the system.,Configure the application or application server to record the start and end time of user session activity.,Not_Reviewed,,,test.hostname-SV-222464r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222465,medium,SRG-APP-000507,SV-222465r508029_rule,APSC-DV-000860,The application must generate audit records when successful/unsuccessful accesses to objects occur.,Configure the application to log successful and unsuccessful access to application objects.,Not_Reviewed,,,test.hostname-SV-222465r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222466,medium,SRG-APP-000508,SV-222466r508029_rule,APSC-DV-000870,The application must generate audit records for all direct access to the information system.,Configure the application to log all direct access to the system.,Not_Reviewed,,,test.hostname-SV-222466r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222467,medium,SRG-APP-000509,SV-222467r508029_rule,APSC-DV-000880,"The application must generate audit records for all account creations, modifications, disabling, and termination events.","Configure the application to log user account creation, modification, disabling, and termination events.",Not_Reviewed,,,test.hostname-SV-222467r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222468,medium,SRG-APP-000092,SV-222468r508029_rule,APSC-DV-000910,The application must initiate session auditing upon startup.,Configure the application to begin logging application events as soon as the application starts up.,Not_Reviewed,,,test.hostname-SV-222468r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222469,medium,SRG-APP-000095,SV-222469r508029_rule,APSC-DV-000940,The application must log application shutdown events.,Configure the application or application server to record application shutdown events in the event logs.,Not_Reviewed,,,test.hostname-SV-222469r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222470,medium,SRG-APP-000095,SV-222470r508029_rule,APSC-DV-000950,The application must log destination IP addresses.,Configure the application to record the destination IP address of the remote system.,Not_Reviewed,,,test.hostname-SV-222470r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222471,medium,SRG-APP-000095,SV-222471r508029_rule,APSC-DV-000960,The application must log user actions involving access to data.,Identify the specific data elements requiring protection and audit access to the data.,Not_Reviewed,,,test.hostname-SV-222471r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222472,medium,SRG-APP-000095,SV-222472r508029_rule,APSC-DV-000970,The application must log user actions involving changes to data.,Configure the application to log all changes to application data.,Not_Reviewed,,,test.hostname-SV-222472r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222473,medium,SRG-APP-000096,SV-222473r508029_rule,APSC-DV-000980,The application must produce audit records containing information to establish when (date and time) the events occurred.,Configure the application or application server to include the date and the time of the event in the audit logs.,Not_Reviewed,,,test.hostname-SV-222473r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222474,medium,SRG-APP-000097,SV-222474r508029_rule,APSC-DV-000990,"The application must produce audit records containing enough information to establish which component, feature or function of the application triggered the audit event.","Configure the application to log which component, feature or functionality of the application triggered the event.",Not_Reviewed,,,test.hostname-SV-222474r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222475,medium,SRG-APP-000098,SV-222475r508029_rule,APSC-DV-001000,When using centralized logging; the application must include a unique identifier in order to distinguish itself from other application logs.,Configure the application logs or the centralized log storage facility so the application name and the hosts hosting the application are uniquely identified in the logs.,Not_Reviewed,,,test.hostname-SV-222475r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222476,medium,SRG-APP-000099,SV-222476r508029_rule,APSC-DV-001010,The application must produce audit records that contain information to establish the outcome of the events.,Configure the application to include the outcome of application functions or events.,Not_Reviewed,,,test.hostname-SV-222476r508029_rule-20230718
20230718,test.hostname,192.168.1.256,V-222477,medium,SRG-APP-000100,SV-222477r508029_rule,APSC-DV-001020,The application must generate audit records containing information that establishes the identity of any individual or process associated with the event.,Configure the application to log the identity of the user and/or the process associated with the event.,Not_Reviewed,,,test.hostname-SV-222477r508029_rule-20230718
